# FA11y main game objects (S41 / map 41.01) - fortnite.gg data aligned to in-game main.png 2026-06-17
# ObjectType,X,Y (image 0-866/0-926)
Ammo Boxes,719.448279,533.871294
Ammo Boxes,713.843701,533.516074
Ammo Boxes,719.645623,547.014423
Ammo Boxes,712.501760,547.290705
Ammo Boxes,711.515039,547.053892
Ammo Boxes,719.132528,549.066804
Ammo Boxes,713.054324,566.709383
Ammo Boxes,713.646357,560.867992
Ammo Boxes,718.856246,534.068638
Ammo Boxes,713.133262,573.221744
Ammo Boxes,712.541229,572.590242
Ammo Boxes,491.712975,738.517316
Ammo Boxes,648.838494,751.778852
Ammo Boxes,649.864684,761.172440
Ammo Boxes,655.548200,776.762639
Ammo Boxes,618.368537,822.191293
Ammo Boxes,595.831819,819.744224
Ammo Boxes,593.068999,817.889188
Ammo Boxes,593.621563,819.191660
Ammo Boxes,591.213963,822.507044
Ammo Boxes,596.384383,823.335890
Ammo Boxes,596.187039,819.428473
Ammo Boxes,592.595373,826.611805
Ammo Boxes,616.434563,820.296788
Ammo Boxes,617.618628,823.414828
Ammo Boxes,619.513133,811.653108
Ammo Boxes,620.460386,815.876276
Ammo Boxes,622.078609,833.163635
Ammo Boxes,618.408005,814.652741
Ammo Boxes,622.789049,816.428840
Ammo Boxes,619.315789,820.573070
Ammo Boxes,614.066431,826.374992
Ammo Boxes,618.881632,827.598526
Ammo Boxes,616.908189,817.060342
Ammo Boxes,601.278522,830.992848
Ammo Boxes,621.131357,830.124533
Ammo Boxes,620.618261,834.071419
Ammo Boxes,597.528980,821.520322
Ammo Boxes,501.422314,732.833801
Ammo Boxes,506.079639,733.110083
Ammo Boxes,496.094018,728.847447
Ammo Boxes,502.764255,732.281237
Ammo Boxes,503.237881,733.070614
Ammo Boxes,564.217265,387.402366
Ammo Boxes,578.662867,692.141410
Ammo Boxes,571.400597,681.642694
Ammo Boxes,560.073035,694.154321
Ammo Boxes,544.601243,671.380791
Ammo Boxes,561.612320,694.983167
Ammo Boxes,575.742171,695.654138
Ammo Boxes,542.746207,663.605426
Ammo Boxes,539.391354,662.539767
Ammo Boxes,568.282557,701.337653
Ammo Boxes,565.006642,673.512109
Ammo Boxes,552.850234,692.654505
Ammo Boxes,560.230910,689.852216
Ammo Boxes,569.269279,690.207436
Ammo Boxes,562.401698,699.087929
Ammo Boxes,569.821843,682.905697
Ammo Boxes,237.612475,560.986398
Ammo Boxes,253.518424,533.358199
Ammo Boxes,200.788031,817.731312
Ammo Boxes,113.996015,773.328848
Ammo Boxes,120.429439,766.777018
Ammo Boxes,714.317328,308.346246
Ammo Boxes,304.551656,352.472428
Ammo Boxes,311.419237,348.051916
Ammo Boxes,303.525466,352.077739
Ammo Boxes,319.431415,351.367300
Ammo Boxes,291.487464,359.063727
Ammo Boxes,288.329956,354.722153
Ammo Boxes,299.381236,348.012447
Ammo Boxes,304.196436,347.854572
Ammo Boxes,296.302665,355.787812
Ammo Boxes,317.418503,326.778202
Ammo Boxes,279.054774,326.738733
Ammo Boxes,487.726620,379.113906
Ammo Boxes,483.542922,387.323428
Ammo Boxes,697.266781,553.289971
Ammo Boxes,681.084550,573.182275
Ammo Boxes,703.739674,540.186311
Ammo Boxes,671.651493,297.926468
Ammo Boxes,671.651493,295.203117
Ammo Boxes,671.572556,296.031963
Ammo Boxes,676.308818,298.242218
Ammo Boxes,682.702773,297.531779
Ammo Boxes,138.742988,546.738141
Ammo Boxes,143.518720,550.961309
Ammo Boxes,87.630819,577.918538
Ammo Boxes,82.184116,576.852879
Ammo Boxes,68.251610,582.575863
Ammo Boxes,80.013329,582.023299
Ammo Boxes,85.302156,588.062034
Ammo Boxes,80.763238,584.273024
Ammo Boxes,83.210307,583.049489
Ammo Boxes,232.955150,384.955297
Ammo Boxes,224.350939,369.957131
Ammo Boxes,740.445711,422.213898
Ammo Boxes,709.344252,530.950598
Ammo Boxes,694.701306,517.136498
Ammo Boxes,705.121084,531.937320
Ammo Boxes,749.839299,514.571023
Ammo Boxes,713.922639,531.463694
Ammo Boxes,738.827488,528.700874
Ammo Boxes,681.597645,733.702116
Ammo Boxes,667.073106,735.280870
Ammo Boxes,667.191512,735.715028
Ammo Boxes,666.836293,723.755964
Ammo Boxes,671.690962,728.768509
Ammo Boxes,671.533087,734.333618
Ammo Boxes,668.809736,733.623178
Ammo Boxes,175.212212,792.984339
Ammo Boxes,180.777321,797.839008
Ammo Boxes,187.052869,800.128202
Ammo Boxes,526.761320,850.964090
Ammo Boxes,52.819287,582.023299
Ammo Boxes,59.963150,582.339050
Ammo Boxes,57.792363,580.286669
Ammo Boxes,34.545206,396.401265
Ammo Boxes,33.834767,383.613356
Ammo Boxes,27.401343,389.217933
Ammo Boxes,61.107747,386.612989
Ammo Boxes,524.866815,232.763385
Ammo Boxes,524.590533,230.868880
Ammo Boxes,524.116906,234.539484
Ammo Boxes,516.025791,234.815766
Ammo Boxes,518.314984,234.105326
Ammo Boxes,510.223869,233.079136
Ammo Boxes,509.829180,241.012376
Ammo Boxes,520.485772,252.182063
Ammo Boxes,514.841725,249.971807
Ammo Boxes,518.749142,247.051111
Ammo Boxes,518.867548,248.945616
Ammo Boxes,506.000701,253.168784
Ammo Boxes,504.974511,252.813564
Ammo Boxes,500.553999,250.840121
Ammo Boxes,503.750976,246.577485
Ammo Boxes,498.580556,242.078035
Ammo Boxes,498.698963,238.131150
Ammo Boxes,515.275883,248.471990
Ammo Boxes,500.277717,238.683714
Ammo Boxes,501.106563,238.210087
Ammo Boxes,503.908852,242.788475
Ammo Boxes,496.054549,239.946717
Ammo Boxes,514.683850,247.840488
Ammo Boxes,518.630735,240.025655
Ammo Boxes,525.774598,232.921260
Ammo Boxes,394.540649,417.753917
Ammo Boxes,74.053532,329.422615
Ammo Boxes,72.593184,325.317854
Ammo Boxes,72.632653,328.199081
Ammo Boxes,79.381828,341.697430
Ammo Boxes,80.329080,324.173257
Ammo Boxes,73.816719,352.511897
Ammo Boxes,69.080456,332.382780
Ammo Boxes,70.817086,340.986990
Ammo Boxes,73.540437,348.920231
Ammo Boxes,73.856188,336.290196
Ammo Boxes,70.935492,332.856406
Ammo Boxes,82.539336,347.657227
Ammo Boxes,72.237965,352.393490
Ammo Boxes,234.099746,775.302291
Ammo Boxes,175.291150,717.717229
Ammo Boxes,98.445285,698.338020
Ammo Boxes,351.203845,805.495967
Ammo Boxes,348.046336,805.140747
Ammo Boxes,355.308606,792.234431
Ammo Boxes,337.271338,792.668588
Ammo Boxes,361.820967,809.284977
Ammo Boxes,53.924415,733.820523
Ammo Boxes,21.599421,732.833801
Ammo Boxes,22.901893,716.612101
Ammo Boxes,22.665080,718.585544
Ammo Boxes,21.915172,714.520252
Ammo Boxes,28.901160,716.691039
Ammo Boxes,23.493926,858.423704
Ammo Boxes,23.809677,861.304930
Ammo Boxes,37.978997,856.450261
Ammo Boxes,38.018466,859.568300
Ammo Boxes,20.296949,873.342931
Ammo Boxes,18.994477,873.303463
Ammo Boxes,159.779889,258.062922
Ammo Boxes,161.674394,260.707336
Ammo Boxes,228.416231,560.828523
Ammo Boxes,231.218520,563.907094
Ammo Boxes,28.467002,408.676080
Ammo Boxes,337.626558,783.551282
Ammo Boxes,364.070692,773.763006
Ammo Boxes,356.768953,789.313735
Ammo Boxes,323.694051,772.105314
Ammo Boxes,292.632061,550.685027
Ammo Boxes,306.880318,536.870927
Ammo Boxes,279.844151,544.251603
Ammo Boxes,367.228201,287.506689
Ammo Boxes,397.579751,289.795883
Ammo Boxes,369.517394,288.532880
Ammo Boxes,377.726916,289.045975
Ammo Boxes,376.187631,282.928302
Ammo Boxes,387.673068,283.796617
Ammo Boxes,383.923527,283.401928
Ammo Boxes,375.595598,314.463919
Ammo Boxes,186.816056,423.634777
Ammo Boxes,185.987210,435.120214
Ammo Boxes,186.381899,431.370673
Ammo Boxes,235.402219,714.599189
Ammo Boxes,294.171347,369.601912
Ammo Boxes,312.129676,397.072236
Ammo Boxes,310.827204,397.743207
Ammo Boxes,313.787368,399.835056
Ammo Boxes,309.958889,373.746142
Ammo Boxes,318.720975,373.035702
Ammo Boxes,310.708798,370.746508
Ammo Boxes,319.115664,386.257769
Ammo Boxes,288.211549,365.062993
Ammo Boxes,293.460907,364.036803
Ammo Boxes,318.207880,391.941285
Ammo Boxes,305.064751,395.217200
Ammo Boxes,311.300830,388.270681
Ammo Boxes,308.616948,388.704838
Ammo Boxes,308.143322,388.546963
Ammo Boxes,300.446895,380.021690
Ammo Boxes,319.628759,372.838358
Ammo Boxes,313.037460,400.111338
Ammo Boxes,282.685909,157.812026
Ammo Boxes,284.856696,157.496275
Ammo Boxes,174.304428,134.485931
Ammo Boxes,167.949942,132.828239
Ammo Boxes,173.870271,133.143990
Ammo Boxes,343.349542,369.957131
Ammo Boxes,346.072893,368.496784
Ammo Boxes,343.941575,367.352187
Ammo Boxes,349.585622,362.813268
Ammo Boxes,321.523264,378.324529
Ammo Boxes,347.020146,373.075171
Ammo Boxes,330.877383,370.864915
Ammo Boxes,321.720609,377.614090
Ammo Boxes,354.440291,373.588266
Ammo Boxes,342.954854,366.168121
Ammo Boxes,341.573444,360.800357
Ammo Boxes,326.733153,389.691560
Ammo Boxes,239.428042,465.826985
Ammo Boxes,248.663755,466.221673
Ammo Boxes,240.572639,452.881200
Ammo Boxes,268.477121,482.956468
Ammo Boxes,538.207288,358.037537
Ammo Boxes,537.575787,357.998068
Ammo Boxes,537.536318,354.603746
Ammo Boxes,643.036572,424.976718
Ammo Boxes,482.871951,787.064010
Ammo Boxes,476.635872,777.867767
Ammo Boxes,477.267373,774.868134
Ammo Boxes,475.807026,773.723537
Ammo Boxes,472.491642,773.131504
Ammo Boxes,583.912225,668.144345
Ammo Boxes,593.503157,663.605426
Ammo Boxes,591.174494,670.986102
Ammo Boxes,594.450409,674.143611
Ammo Boxes,595.239786,663.960646
Ammo Boxes,731.012654,593.863956
Ammo Boxes,143.755533,378.719218
Ammo Boxes,682.742242,483.982659
Ammo Boxes,312.129676,809.442852
Ammo Boxes,299.460173,794.642031
Ammo Boxes,226.324382,662.066141
Ammo Boxes,123.665885,806.561626
Ammo Boxes,130.059840,806.127468
Ammo Boxes,129.704620,806.127468
Ammo Boxes,131.520188,801.193861
Ammo Boxes,128.283741,803.443586
Ammo Boxes,137.756267,807.035252
Ammo Boxes,134.283007,806.877377
Ammo Boxes,125.284108,812.955580
Ammo Boxes,124.415793,817.731312
Ammo Boxes,120.784658,806.087999
Ammo Boxes,646.391425,319.042306
Ammo Boxes,640.905254,330.843494
Ammo Boxes,627.446374,330.014648
Ammo Boxes,636.405804,333.645783
Ammo Boxes,630.603882,345.841660
Ammo Boxes,651.364501,333.132688
Ammo Boxes,646.549300,323.226005
Ammo Boxes,643.036572,325.791481
Ammo Boxes,652.074940,337.237449
Ammo Boxes,630.998571,323.896975
Ammo Boxes,627.920000,323.699631
Ammo Boxes,659.652961,321.489375
Ammo Boxes,174.896461,211.608078
Ammo Boxes,172.133641,213.542052
Ammo Boxes,153.583278,200.872549
Ammo Boxes,177.146186,211.173920
Ammo Boxes,177.343530,213.265770
Ammo Boxes,157.845915,197.123007
Ammo Boxes,160.766610,204.030057
Ammo Boxes,669.796457,423.713714
Ammo Boxes,706.423556,417.990730
Ammo Boxes,703.187110,431.923237
Ammo Boxes,698.056159,432.554738
Ammo Boxes,654.048383,295.439930
Ammo Boxes,662.139499,307.320056
Ammo Boxes,641.536756,295.953025
Ammo Boxes,626.696465,307.991026
Ammo Boxes,656.732265,285.493778
Ammo Boxes,647.180802,305.938646
Ammo Boxes,608.817073,532.845104
Ammo Boxes,255.255054,172.652316
Ammo Boxes,274.594794,151.339133
Ammo Boxes,274.555325,163.692886
Ammo Boxes,257.583716,171.981345
Ammo Boxes,242.427675,170.678873
Ammo Boxes,251.900201,173.441693
Ammo Boxes,239.862200,172.968067
Ammo Boxes,237.928226,186.703229
Ammo Boxes,274.357980,157.298931
Ammo Boxes,252.334358,166.100486
Ammo Boxes,255.215585,167.876584
Ammo Boxes,255.531336,163.219259
Ammo Boxes,267.411462,151.575946
Ammo Boxes,267.411462,146.168713
Ammo Boxes,347.454303,726.558253
Ammo Boxes,343.744231,736.030779
Ammo Boxes,349.782966,354.485339
Ammo Boxes,328.548721,351.564644
Ammo Boxes,320.852294,355.708874
Ammo Boxes,327.364655,336.842760
Ammo Boxes,345.125641,356.103563
Ammo Boxes,325.549088,358.826914
Ammo Boxes,333.206046,355.393123
Ammo Boxes,360.005400,346.117942
Ammo Boxes,326.614747,357.603379
Ammo Boxes,461.677175,616.676955
Ammo Boxes,474.070396,613.756260
Ammo Boxes,468.860507,613.716791
Ammo Boxes,533.155275,666.210371
Ammo Boxes,536.115439,670.354601
Ammo Boxes,257.741592,678.248372
Ammo Boxes,259.675566,681.879507
Ammo Boxes,261.767415,680.655972
Ammo Boxes,262.833074,678.998280
Ammo Boxes,72.632653,447.079278
Ammo Boxes,425.602640,714.836002
Ammo Boxes,389.725449,350.459516
Ammo Boxes,192.894260,324.291664
Ammo Boxes,192.578509,324.804759
Ammo Boxes,248.348004,199.412201
Ammo Boxes,239.112291,201.543519
Ammo Boxes,243.769616,203.990588
Ammo Boxes,238.757072,197.636102
Ammo Boxes,242.822364,191.044803
Ammo Boxes,142.610936,152.246917
Ammo Boxes,395.369495,164.837482
Ammo Boxes,377.766385,170.797280
Ammo Boxes,394.422243,160.693252
Ammo Boxes,393.396053,160.653784
Ammo Boxes,395.922059,156.272740
Ammo Boxes,395.093213,162.745633
Ammo Boxes,377.095415,176.520264
Ammo Boxes,385.699626,158.917154
Ammo Boxes,566.466990,855.503008
Ammo Boxes,55.384763,516.860216
Ammo Boxes,61.068278,520.372945
Ammo Boxes,60.081557,517.807469
Ammo Boxes,664.862850,735.044057
Ammo Boxes,625.078242,711.086461
Ammo Boxes,544.798587,657.882442
Ammo Boxes,540.812233,661.592515
Ammo Boxes,572.939882,179.875117
Ammo Boxes,347.454303,368.299439
Ammo Boxes,346.349175,369.680849
Ammo Boxes,345.401923,368.299439
Ammo Boxes,347.256959,369.641381
Ammo Boxes,346.270238,368.457315
Ammo Boxes,347.691116,369.562443
Ammo Boxes,347.927930,368.457315
Ammo Boxes,347.138552,369.325630
Ammo Boxes,345.559798,368.733597
Ammo Boxes,346.704395,369.522974
Ammo Boxes,346.585988,369.483505
Ammo Boxes,346.428113,369.444036
Ammo Boxes,347.099084,368.417846
Ammo Boxes,346.585988,369.641381
Boats,722.803132,432.238987
Boats,420.787439,217.094249
Boats,258.530969,650.856985
Boats,727.815677,310.161813
Boats,381.634333,218.554597
Boats,121.416160,460.577627
Boats,116.285209,457.143836
Boats,700.345352,236.197176
Boats,163.726775,587.430533
Boats,102.313233,375.640647
Boats,348.401556,177.072828
Boats,704.094894,227.395620
Boats,206.392609,787.458699
Boats,288.369425,724.347997
Boats,245.151026,680.498097
