# FA11y main game objects (S41) - aligned to in-game main.png 2026-06-06
# ObjectType,X,Y (image 0-866/0-926)
Chests,73.202257,443.102243
Chests,229.466204,151.824767
Chests,232.227870,152.968823
Chests,229.584513,149.378738
Chests,188.127575,521.215082
Chests,190.297375,517.940520
Chests,190.928688,522.122425
Chests,152.738514,491.350564
Chests,173.608678,492.967696
Chests,161.851930,490.995320
Chests,172.070170,499.280053
Chests,188.048536,514.192619
Chests,167.572457,489.969457
Chests,180.789029,497.031118
Chests,180.433875,492.612496
Chests,155.776809,516.678720
Chests,151.910397,510.879343
Chests,156.407930,510.839805
Chests,149.582951,522.557194
Chests,168.401188,502.317931
Chests,178.343017,497.820206
Chests,177.711710,493.953918
Chests,153.725258,514.351089
Chests,232.472956,587.612023
Chests,234.958448,588.322112
Chests,226.438522,677.365547
Chests,199.651042,701.234552
Chests,226.990795,674.485537
Chests,224.110897,679.732715
Chests,786.497036,534.696154
Chests,501.420726,751.845714
Chests,523.750835,764.825008
Chests,624.271087,579.792969
Chests,623.837291,588.945853
Chests,627.742954,584.329888
Chests,627.269496,582.594007
Chests,623.600536,586.736543
Chests,407.677613,489.767570
Chests,711.268626,879.547948
Chests,709.769617,888.306332
Chests,517.755230,822.227852
Chests,281.989193,790.986373
Chests,296.388884,775.047468
Chests,316.075362,770.194487
Chests,484.529793,468.580340
Chests,485.792275,469.448261
Chests,485.871247,472.959492
Chests,486.423761,482.585781
Chests,486.305492,487.122768
Chests,488.080789,484.795063
Chests,457.386423,449.841141
Chests,242.024470,801.402483
Chests,250.190960,797.023149
Chests,249.638608,795.839598
Chests,237.329917,813.869421
Chests,249.717445,792.367816
Chests,252.873957,810.397341
Chests,253.702234,799.192944
Chests,251.571800,797.969971
Chests,249.283611,799.548097
Chests,251.177278,797.891075
Chests,291.614542,741.631676
Chests,294.178870,738.751627
Chests,291.693385,738.475511
Chests,173.092391,315.946370
Chests,174.512406,302.532646
Chests,562.246643,277.433674
Chests,419.791317,589.699373
Chests,417.464426,630.216670
Chests,475.577975,665.643489
Chests,621.427367,415.159631
Chests,619.257519,415.909261
Chests,610.341215,408.571352
Chests,529.702856,492.960835
Chests,530.689114,490.672597
Chests,502.520574,502.193138
Chests,512.225784,502.548019
Chests,494.038507,508.623985
Chests,502.836367,511.385459
Chests,504.375078,515.567346
Chests,507.452099,503.179344
Chests,505.637238,499.707599
Chests,503.703944,492.290651
Chests,509.582278,491.185881
Chests,529.230051,525.074811
Chests,314.967492,603.470157
Chests,318.518306,610.216389
Chests,290.033715,599.130912
Chests,711.729599,233.244501
Chests,471.986953,619.681923
Chests,461.768955,623.942941
Chests,459.914642,620.510649
Chests,472.736593,622.325196
Chests,466.305961,625.047511
Chests,485.440681,649.783576
Chests,470.883075,660.120293
Chests,59.911134,661.982457
Chests,622.180113,579.003969
Chests,619.970852,581.765655
Chests,619.102844,578.530603
Chests,619.063467,582.396905
Chests,620.957127,580.424266
Chests,295.080826,456.353856
Chests,312.873613,451.855979
Chests,294.725755,456.235506
Chests,296.501373,470.556565
Chests,312.045097,450.672434
Chests,298.319688,653.258961
Chests,318.439767,629.153373
Chests,288.653775,644.895313
Chests,336.348016,474.461550
Chests,347.552436,476.433937
Chests,343.765162,482.785789
Chests,361.912631,458.246266
Chests,261.667492,588.716118
Chests,275.121104,612.781608
Chests,250.029309,597.593053
Chests,236.457999,607.653586
Chests,246.675997,603.392568
Chests,248.530308,606.785409
Chests,235.708359,605.010314
Chests,242.138989,602.248547
Chests,425.161207,818.718404
Chests,430.763112,803.884326
Chests,424.213909,795.402262
Chests,425.436919,795.204978
Chests,517.668431,412.478891
Chests,515.538012,412.005507
Chests,496.088418,425.774646
Chests,375.762323,563.306801
Chests,369.095006,567.409943
Chests,377.695387,558.809231
Chests,367.994940,805.700330
Chests,368.863150,819.469077
Chests,382.434157,793.627725
Chests,382.987162,828.740036
Chests,503.072516,482.112035
Chests,499.166461,466.449648
Chests,524.218917,487.516558
Chests,516.880480,469.013690
Chests,513.842629,466.764981
Chests,518.537353,463.174755
Chests,505.597163,467.396373
Chests,499.679352,467.199227
Chests,515.697302,488.936996
Chests,503.664073,470.513122
Chests,499.127134,472.959236
Chests,500.902725,485.860022
Chests,498.338280,482.625003
Chests,412.097479,553.995418
Chests,419.273847,351.330113
Chests,431.503798,341.782482
Chests,362.820909,504.010624
Chests,328.734258,499.750459
Chests,192.505325,447.124053
Chests,224.974988,479.710818
Chests,197.200725,478.606696
Chests,195.464882,481.052757
Chests,183.947766,630.615690
Chests,168.916827,645.726113
Chests,610.817055,533.910498
Chests,622.889740,552.531631
Chests,603.400109,535.922695
Chests,434.818595,384.587889
Chests,442.038658,402.183363
Chests,404.089403,589.778579
Chests,151.006020,667.622345
Chests,161.105766,668.766259
Chests,162.328969,678.589796
Chests,150.887949,682.416865
Chests,163.906828,667.030315
Chests,164.617036,670.738794
Chests,161.973635,664.821038
Chests,150.098680,670.620718
Chests,165.919140,680.404521
Chests,93.289309,752.445358
Chests,94.670466,769.843685
Chests,75.733151,752.603505
Chests,76.246056,754.063221
Chests,74.589104,755.838595
Chests,290.658484,263.630690
Chests,301.862857,263.235954
Chests,295.826722,264.695796
Chests,394.653511,234.079103
Chests,381.910501,234.158252
Chests,109.969392,330.347583
Chests,127.249326,327.072730
Chests,120.266847,354.768202
Chests,608.801043,328.523178
Chests,617.243709,324.775071
Chests,596.689066,318.226427
Chests,599.687521,323.394588
Chests,620.400109,337.044597
Chests,614.324488,336.729098
Chests,617.796301,338.464921
Chests,213.613350,508.353224
Chests,205.367545,491.389002
Chests,199.725875,489.968837
Chests,422.078191,519.908657
Chests,415.805304,519.316997
Chests,419.474387,521.565693
Chests,427.206870,515.411025
Chests,427.285808,517.146913
Chests,424.247996,516.910260
Chests,413.516944,511.978961
Chests,415.371237,514.424952
Chests,418.882077,494.067628
Chests,341.164749,660.438408
Chests,350.080428,635.307283
Chests,345.543590,642.961067
Chests,353.157835,642.960920
Chests,354.262428,639.607475
Chests,359.233379,639.252311
Chests,328.697540,641.659474
Chests,360.258934,628.955307
Chests,325.935708,631.835968
Chests,328.263453,635.702223
Chests,343.492092,643.395079
Chests,407.677608,489.530858
Chests,281.865601,519.201222
Chests,281.668384,521.449992
Chests,283.049186,520.424212
Chests,292.754089,504.801015
Chests,295.278942,500.776857
Chests,289.755673,501.684361
Chests,312.677224,497.107482
Chests,308.574190,496.002903
Chests,314.058296,510.087178
Chests,304.314063,532.022704
Chests,299.698091,527.761972
Chests,487.607479,490.712880
Chests,485.201293,510.912374
Chests,490.172218,509.176388
Chests,482.873320,495.249956
Chests,476.245595,506.612274
Chests,409.998244,124.402116
Chests,412.917541,116.393294
Chests,670.710914,827.274767
Chests,512.069144,563.185819
Chests,505.835598,556.834160
Chests,591.252820,740.521246
Chests,582.099613,723.280878
Chests,592.159722,714.837946
Chests,596.183828,714.680060
Chests,602.536140,742.335823
Chests,591.528578,719.453848
Chests,593.264474,719.729978
Chests,604.586970,707.184009
Chests,592.672682,719.138209
Chests,581.310398,714.246374
Chests,580.836817,706.158714
Chests,190.768175,381.712592
Chests,181.694034,372.875508
Chests,154.472605,398.006987
Chests,284.467656,426.804477
Chests,284.507274,435.405022
Chests,369.842684,468.227482
Chests,380.810599,480.970281
Chests,398.800612,474.697059
Chests,393.592693,461.796340
Chests,396.551433,453.314093
Chests,250.024784,362.695564
Chests,626.399621,482.385824
Chests,125.470050,122.868968
Chests,118.131913,119.989110
Chests,128.823105,103.734660
Chests,134.386605,143.226052
Chests,457.935495,280.789108
Chests,486.222887,295.030752
Chests,487.090969,302.132104
Chests,493.087873,312.152808
Chests,431.427484,476.195609
Chests,682.896798,578.174306
Chests,685.579535,578.055898
Chests,684.514329,578.055919
Chests,683.646425,580.186346
Chests,687.473873,611.274485
Chests,705.338383,234.073117
Chests,504.487752,220.663291
Chests,501.844619,228.672107
Chests,516.915323,229.815926
Chests,521.057768,228.790093
Chests,519.440085,221.018071
Chests,501.371100,223.740610
Chests,527.172773,225.554908
Chests,531.275702,221.175651
Chests,504.566787,227.449041
Chests,529.657780,201.015686
Chests,530.170644,200.384444
Chests,118.257676,504.409856
Chests,138.535787,491.903166
Chests,146.110781,502.318361
Chests,143.191603,516.521154
Chests,145.558696,514.943027
Chests,140.193146,511.274090
Chests,137.510045,492.455515
Chests,132.223423,490.009590
Chests,132.578489,489.851775
Chests,130.132518,492.771273
Chests,48.394322,827.365661
Chests,57.744005,803.891513
Chests,59.479843,801.169288
Chests,438.091324,291.638803
Chests,429.056905,296.807195
Chests,443.180774,298.700621
Chests,447.954530,301.698885
Chests,448.230768,305.525728
Chests,112.260217,465.589157
Chests,115.219123,465.707456
Chests,118.651331,459.513419
Chests,113.562106,464.089954
Chests,543.864982,432.796190
Chests,539.880206,426.602296
Chests,550.098204,422.341278
Chests,551.991969,425.773569
Chests,539.130566,423.959023
Chests,545.561198,421.236708
Chests,558.619502,404.469336
Chests,338.550671,128.782670
Chests,337.524783,121.799677
Chests,330.778615,128.625011
Chests,120.784762,616.256361
Chests,140.786930,615.230223
Chests,139.011634,617.636832
Chests,620.054821,844.674096
Chests,621.869427,834.889953
Chests,407.638159,489.688667
Chests,105.633486,528.554752
Chests,83.382291,516.088334
Chests,79.752762,519.165664
Chests,76.556724,497.269839
Chests,73.400547,496.559763
Chests,83.540137,518.060933
Chests,82.553382,494.508080
Chests,259.412096,244.615405
Chests,244.420141,235.423367
Chests,241.579529,232.069998
Chests,237.121957,258.542407
Chests,86.461906,638.350169
Chests,99.954937,660.679768
Chests,655.477021,546.810457
Chests,665.260856,532.686435
Chests,646.836775,533.949256
Chests,115.736434,695.870690
Chests,118.064127,697.054207
Chests,120.785715,665.729229
Chests,117.471760,666.597238
Chests,119.839335,690.071160
Chests,122.009099,684.942352
Chests,119.523574,682.575277
Chests,119.523572,682.456921
Chests,118.340059,684.981875
Chests,146.784626,666.320508
Chests,147.218817,677.682690
Chests,119.050419,696.580763
Chests,119.681636,695.752258
Chests,116.920085,700.526009
Chests,142.681828,677.485517
Chests,146.942671,678.629544
Chests,118.063532,666.163254
Chests,121.535333,667.228392
Chests,118.063533,666.202706
Chests,111.869574,666.873510
Chests,119.523406,673.856375
Chests,61.640700,333.741390
Chests,60.772845,338.396749
Chests,58.326468,320.248854
Chests,45.899404,337.410734
Chests,39.744871,336.700716
Chests,46.648854,330.230447
Chests,197.038788,264.303178
Chests,204.574113,263.474540
Chests,214.358206,262.685311
Chests,233.886778,252.743019
Chests,226.627444,244.576585
Chests,47.516479,313.621118
Chests,26.330481,300.681255
Chests,26.685764,311.846178
Chests,16.824066,380.019505
Chests,11.774134,376.390014
Chests,101.211662,362.737883
Chests,94.110865,392.405959
Chests,101.843057,371.141157
Chests,97.858525,377.611369
Chests,63.850975,383.608735
Chests,40.855688,656.420085
Chests,362.302201,201.334527
Chests,349.914424,209.935312
Chests,339.854167,210.724547
Chests,344.312195,207.923365
Chests,341.866102,204.491084
Chests,351.334692,209.659120
Chests,351.019111,211.473920
Chests,342.694649,207.292164
Chests,358.633102,198.296790
Chests,342.063860,230.371624
Chests,333.344884,226.544943
Chests,351.413562,207.883777
Chests,342.458207,221.337097
Chests,321.548742,227.570924
Chests,340.682584,206.779326
Chests,337.644761,205.950892
Chests,338.670483,204.372790
Chests,348.454738,211.986846
Chests,15.134447,733.983306
Chests,12.766986,716.387738
Chests,17.777332,713.113122
Chests,374.930628,397.095342
Chests,374.811986,382.261375
Chests,373.510265,392.440028
Chests,374.496290,378.118916
Chests,313.499759,187.842867
Chests,314.289163,206.700930
Chests,341.472103,231.555196
Chests,364.905887,193.562423
Chests,370.941972,189.498746
Chests,387.315083,216.049659
Chests,385.579107,211.591611
Chests,382.975358,216.049742
Chests,274.917947,306.712629
Chests,273.773770,303.201419
Chests,267.540118,291.365925
Chests,263.003481,309.435050
Chests,536.524273,296.371152
Chests,533.486473,296.765731
Chests,529.067572,282.681435
Chests,241.587576,649.748822
Chests,256.065956,622.684439
Chests,357.181148,601.654549
Chests,332.760055,587.333927
Chests,336.705804,615.581517
Chests,347.436562,605.284325
Chests,350.237508,597.551670
Chests,336.744892,596.723437
Chests,334.140988,593.133351
Chests,328.933358,595.224410
Chests,349.922180,612.504002
Chests,346.726519,610.176393
Chests,351.500254,612.069999
Chests,354.025087,606.980637
Chests,345.385113,608.282721
Chests,345.819266,617.632847
Chests,340.611391,607.020347
Chests,346.687112,612.464613
Chests,357.970402,612.701107
Chests,248.410250,518.452277
Chests,239.296565,504.802045
Chests,259.022464,498.331529
Chests,245.371891,489.810149
Chests,258.865206,526.894814
Chests,255.551291,529.893233
Chests,261.824006,521.529279
Chests,215.077244,724.668771
Chests,193.260121,717.370562
Chests,215.471466,709.203560
Chests,88.472743,575.147951
Chests,70.324718,570.808575
Chests,74.072570,565.995353
Chests,137.154023,442.982654
Chests,120.031206,410.356141
Chests,534.631774,358.626519
Chests,522.085868,350.578543
Chests,615.626005,315.937844
Chests,620.320646,308.047344
Chests,713.432583,573.005499
Chests,709.802925,569.375981
Chests,711.183560,559.710203
Chests,727.832049,545.428241
Chests,722.466386,535.880949
Chests,712.958393,533.277297
Chests,720.848811,533.711117
Chests,714.102744,545.823026
Chests,718.481983,549.018557
Chests,713.352923,533.790166
Chests,725.425364,539.707740
Chests,721.361720,535.407546
Chests,722.821492,537.814092
Chests,718.403017,545.822943
Chests,713.866067,547.677277
Chests,711.459499,548.032391
Chests,720.809623,547.440431
Chests,715.207869,570.086014
Chests,720.257082,536.393868
Chests,714.694921,566.416983
Chests,720.455036,572.413583
Chests,717.534927,538.287619
Chests,465.479407,725.650247
Chests,484.416601,736.657004
Chests,453.397485,227.647287
Chests,650.392044,771.923936
Chests,618.476253,819.464268
Chests,621.553422,814.729963
Chests,621.671955,823.922288
Chests,617.647830,823.093872
Chests,615.951468,827.039110
Chests,594.923395,820.174859
Chests,596.738229,822.226330
Chests,595.002357,823.212665
Chests,594.252673,818.241721
Chests,591.570017,822.581498
Chests,617.726545,813.270311
Chests,619.028501,815.242888
Chests,617.371802,830.155794
Chests,620.409653,832.404502
Chests,602.024823,823.251982
Chests,603.129617,830.353329
Chests,591.451625,820.687802
Chests,592.122273,818.794091
Chests,530.141347,727.463796
Chests,503.077341,732.593083
Chests,499.132137,732.632611
Chests,518.108825,745.769778
Chests,507.456758,745.020394
Chests,500.789047,728.647923
Chests,494.042823,732.593257
Chests,506.509715,734.960140
Chests,502.406657,732.593096
Chests,502.564436,731.093915
Chests,540.155535,383.244490
Chests,566.549031,387.189187
Chests,557.632987,393.383330
Chests,154.160816,596.648051
Chests,151.004381,582.563731
Chests,167.100872,585.443420
Chests,542.804753,691.088764
Chests,543.198892,671.283829
Chests,576.220231,669.981275
Chests,571.091777,686.196165
Chests,564.266763,696.059309
Chests,570.460505,684.184123
Chests,547.933127,670.691957
Chests,560.558236,694.284038
Chests,542.764832,666.746852
Chests,544.974146,666.707357
Chests,573.695694,690.456936
Chests,553.062376,695.783360
Chests,579.061283,696.177380
Chests,568.251314,690.575397
Chests,575.865631,694.323195
Chests,553.259608,694.323631
Chests,564.542517,674.755198
Chests,566.988595,677.398438
Chests,572.038546,682.053682
Chests,567.462108,682.014318
Chests,567.304510,692.942538
Chests,537.238286,497.576580
Chests,559.726238,512.370664
Chests,277.842067,549.027047
Chests,235.549757,563.822379
Chests,202.375102,798.247084
Chests,379.158294,723.955473
Chests,117.907735,770.553374
Chests,117.355411,770.790097
Chests,124.022713,765.897914
Chests,115.856269,772.644372
Chests,108.202815,785.269174
Chests,144.103540,752.168215
Chests,715.084427,306.112368
Chests,725.381422,306.664498
Chests,303.126661,332.710984
Chests,293.619239,359.735820
Chests,301.193924,354.133483
Chests,293.303489,352.792266
Chests,320.525314,348.254756
Chests,281.822402,324.702629
Chests,307.387825,350.464324
Chests,308.374169,352.713071
Chests,305.494170,352.752579
Chests,319.144568,352.199987
Chests,305.296931,353.857240
Chests,308.531448,325.214991
Chests,300.838740,348.136779
Chests,298.550598,352.121480
Chests,290.147408,357.092600
Chests,319.184118,357.249849
Chests,313.226513,339.299282
Chests,289.318404,330.580840
Chests,316.066793,325.451558
Chests,320.525334,349.280509
Chests,484.212537,383.482280
Chests,487.605321,378.708517
Chests,483.857540,387.190780
Chests,701.990768,535.565727
Chests,673.940858,561.289002
Chests,704.870918,543.377177
Chests,678.990415,545.468634
Chests,680.134504,544.403407
Chests,707.159107,541.838503
Chests,694.810817,552.293533
Chests,667.430760,534.816804
Chests,702.621956,533.277496
Chests,684.001026,555.883878
Chests,707.750853,540.063149
Chests,669.043709,296.842024
Chests,673.817396,296.289603
Chests,682.417929,295.579300
Chests,676.145109,298.459421
Chests,681.589346,290.923975
Chests,676.657945,296.368452
Chests,525.124068,370.935741
Chests,110.604848,549.543146
Chests,116.916851,532.697000
Chests,127.924545,562.404179
Chests,147.452920,542.243807
Chests,136.445891,547.017717
Chests,635.401586,840.452431
Chests,78.649440,588.482932
Chests,84.054167,577.909679
Chests,82.002827,586.549717
Chests,67.326627,584.577397
Chests,234.126025,384.315592
Chests,222.447850,365.181574
Chests,221.816775,373.348160
Chests,738.994628,423.442296
Chests,738.481681,419.812717
Chests,741.046102,421.785270
Chests,676.898504,496.035259
Chests,706.567071,528.582626
Chests,688.300200,498.836135
Chests,748.543723,511.656889
Chests,736.274476,529.292191
Chests,736.353355,527.990272
Chests,716.864025,527.043798
Chests,715.720024,532.646011
Chests,737.024049,528.463683
Chests,688.107283,724.265137
Chests,680.690473,733.339250
Chests,672.286965,721.858866
Chests,668.263134,736.258941
Chests,667.592371,732.195393
Chests,666.606010,729.118153
Chests,671.024561,725.054507
Chests,166.000731,819.867506
Chests,189.040314,798.444601
Chests,517.440291,857.379632
Chests,531.406224,852.645117
Chests,519.531096,849.410278
Chests,522.529332,843.216249
Chests,534.207335,853.434104
Chests,50.086033,581.973894
Chests,55.412060,582.013244
Chests,61.684960,583.275588
Chests,52.571536,583.236312
Chests,50.086066,583.709784
Chests,29.409640,399.271862
Chests,45.348248,398.285254
Chests,34.340893,386.173687
Chests,36.629276,394.655833
Chests,501.410891,241.336223
Chests,502.002763,246.070457
Chests,504.251666,253.171782
Chests,518.454269,246.188496
Chests,526.857552,246.030526
Chests,530.368710,242.203610
Chests,522.635927,232.774720
Chests,525.476516,234.905075
Chests,515.219018,236.720067
Chests,516.639602,252.816475
Chests,499.674925,237.391051
Chests,499.596137,243.427216
Chests,496.203271,243.979610
Chests,508.039025,251.238559
Chests,513.996235,248.674061
Chests,518.454060,235.378635
Chests,499.596162,244.729134
Chests,504.488450,256.880270
Chests,503.975429,249.384391
Chests,530.723907,248.870999
Chests,527.725583,250.488591
Chests,381.361710,417.768091
Chests,365.620076,403.920726
Chests,99.712263,351.257366
Chests,82.432285,352.244000
Chests,80.538153,329.716917
Chests,77.894800,326.284640
Chests,84.167643,324.627533
Chests,69.136355,321.590015
Chests,72.489846,325.101183
Chests,88.034277,341.907456
Chests,82.984385,340.368923
Chests,75.528179,352.323037
Chests,75.449214,349.206327
Chests,105.314107,333.267124
Chests,73.515889,340.132393
Chests,71.030243,331.452991
Chests,101.369254,351.494046
Chests,160.041993,743.093937
Chests,169.155210,732.441709
Chests,171.877532,739.187956
Chests,97.825304,701.039253
Chests,100.073592,676.223872
Chests,337.735216,805.503652
Chests,349.413036,806.253016
Chests,351.464553,806.765853
Chests,346.690818,804.832795
Chests,346.769771,807.397177
Chests,362.156103,809.132770
Chests,352.371671,792.286934
Chests,356.553588,792.286854
Chests,340.733308,791.813734
Chests,336.393615,793.510256
Chests,407.677610,489.609762
Chests,63.739042,716.978537
Chests,355.727026,892.534522
Chests,21.486216,733.391403
Chests,21.210034,732.484011
Chests,55.848937,732.798960
Chests,58.807846,733.075067
Chests,34.820755,720.293066
Chests,21.170275,716.584837
Chests,43.857819,852.378346
Chests,28.590112,864.608775
Chests,31.943428,859.006520
Chests,38.176825,857.625578
Chests,23.737409,859.322294
Chests,30.680568,838.530932
Chests,26.577520,836.676765
Chests,20.305350,873.327837
Chests,158.967174,244.143916
Chests,150.721855,252.350100
Chests,155.653660,267.894112
Chests,170.999999,241.539849
Chests,162.202779,271.996999
Chests,178.575190,262.212576
Chests,160.466617,257.873199
Chests,669.760947,665.442488
Chests,669.958205,665.324128
Chests,230.144830,563.980292
Chests,232.472450,561.376412
Chests,200.042668,551.001148
Chests,706.771164,883.256528
Chests,54.659415,423.416028
Chests,44.480456,406.215132
Chests,26.648113,405.308078
Chests,774.422366,413.026273
Chests,340.851475,781.990172
Chests,337.695366,784.870232
Chests,337.892570,781.950777
Chests,339.312902,784.949105
Chests,341.679840,775.362212
Chests,345.033275,775.953928
Chests,348.307801,776.269482
Chests,364.285849,774.612188
Chests,354.777983,778.636480
Chests,361.129498,764.907045
Chests,353.160661,789.643632
Chests,352.647793,790.077615
Chests,330.515175,789.091740
Chests,337.222054,790.669692
Chests,322.427253,775.993816
Chests,294.767082,553.524254
Chests,294.688416,565.912199
Chests,317.097080,560.743549
Chests,311.652200,534.942015
Chests,280.445798,543.622066
Chests,388.776167,286.550439
Chests,376.112035,285.248765
Chests,386.330032,280.948295
Chests,388.184344,284.380588
Chests,375.322942,282.566041
Chests,381.793025,279.843726
Chests,375.599748,315.863564
Chests,188.401571,408.658386
Chests,184.377748,423.492433
Chests,188.638766,433.710431
Chests,185.206474,435.564744
Chests,187.021021,422.742793
Chests,189.743336,429.173425
Chests,166.585063,433.237432
Chests,151.475057,439.905119
Chests,483.466545,570.208835
Chests,489.068736,570.208727
Chests,488.870840,537.187367
Chests,470.920095,533.913193
Chests,473.011130,537.858357
Chests,600.916743,645.599434
Chests,610.779542,634.552671
Chests,240.129513,736.069930
Chests,250.071253,726.916863
Chests,308.808830,388.417166
Chests,318.592882,385.536978
Chests,314.766283,398.516775
Chests,311.689027,398.714095
Chests,308.098913,399.858273
Chests,307.980048,373.425404
Chests,314.647332,367.625824
Chests,314.213628,381.552405
Chests,315.909899,372.872922
Chests,315.239375,381.236769
Chests,286.518041,368.573215
Chests,296.223144,363.365358
Chests,311.412659,388.140951
Chests,299.419058,378.869951
Chests,319.302875,378.080527
Chests,319.105524,373.385737
Chests,309.006151,391.612778
Chests,321.035069,186.264640
Chests,284.344013,152.376038
Chests,285.882710,155.887241
Chests,282.647690,158.372782
Chests,279.412567,155.492845
Chests,174.824736,131.981440
Chests,175.495545,138.412111
Chests,345.538363,371.688790
Chests,339.187091,398.042880
Chests,321.828103,393.506229
Chests,323.800151,364.745649
Chests,345.972239,366.638920
Chests,348.221041,368.493123
Chests,343.250135,371.175958
Chests,329.639130,368.651289
Chests,330.586024,370.978941
Chests,330.467647,369.913738
Chests,332.361336,369.440277
Chests,345.932855,370.189605
Chests,343.407941,371.097050
Chests,331.533213,388.653440
Chests,326.641243,392.993260
Chests,271.843400,447.517045
Chests,263.480267,483.931446
Chests,267.741149,487.087527
Chests,248.409154,461.522973
Chests,270.068732,482.511045
Chests,251.563255,354.450056
Chests,252.509791,338.235246
Chests,237.991673,350.465661
Chests,239.096370,352.517146
Chests,236.650351,352.911713
Chests,276.496381,324.978896
Chests,265.607654,326.991160
Chests,267.580314,329.950026
Chests,240.121680,329.477130
Chests,247.420291,328.569593
Chests,539.799912,354.444503
Chests,538.221837,354.799602
Chests,642.494787,416.500594
Chests,664.864278,425.889751
Chests,639.654337,421.589963
Chests,482.602747,785.459221
Chests,484.259757,786.682203
Chests,474.120549,785.025412
Chests,474.593946,783.605129
Chests,469.899038,777.647961
Chests,474.672675,774.531157
Chests,475.856186,771.887847
Chests,472.660624,774.689004
Chests,470.924717,773.821092
Chests,467.650373,782.934578
Chests,471.477375,790.903818
Chests,481.734718,781.080061
Chests,475.974578,773.742091
Chests,472.502630,765.023255
Chests,473.725744,770.270354
Chests,474.672574,769.244583
Chests,238.263571,128.981862
Chests,247.731952,123.261133
Chests,263.236544,120.025766
Chests,243.234466,125.746698
Chests,595.433376,669.902001
Chests,611.648368,680.277577
Chests,590.226164,693.652234
Chests,593.776294,664.891623
Chests,593.421381,672.979299
Chests,590.935797,667.495513
Chests,592.711181,669.704793
Chests,593.381992,676.253820
Chests,604.784179,704.540718
Chests,592.671867,676.885066
Chests,617.921146,675.227594
Chests,587.108970,668.639696
Chests,729.608286,591.902718
Chests,109.654546,370.312513
